dcid,sentence
dc/topic/sdg_17.3,Mobilize additional financial resources for developing countries from multiple sources;generate more financial support for developing countries from a variety of sources;get more funding for developing countries from different places;increase the amount of funding available to developing countries from a variety of sources;sdg 17 3;sdg 17.3;sdg 173;sdg Mobilize additional financial resources for developing countries from multiple sources;sdg173;secure more financial resources for developing countries from a variety of sources;sustainable development goal Mobilize additional financial resources for developing countries from multiple sources
dc/topic/sdg_17.3.1,Additional financial resources mobilized for developing countries from multiple sources;more funding for developing countries from multiple sources;more money is being raised for developing countries from a variety of sources;more money raised for developing countries from multiple sources;more resources raised for developing countries from multiple sources;sdg 17 3 1;sdg 17.3.1;sdg 1731;sdg Additional financial resources mobilized for developing countries from multiple sources;sdg1731;sustainable development goal Additional financial resources mobilized for developing countries from multiple sources
dc/topic/sdg_17.3.2,Volume of remittances (in United States dollars) as a proportion of total GDP;remittances as a percentage of gdp;sdg 17 3 2;sdg 17.3.2;sdg 1732;sdg Volume of remittances (in United States dollars) as a proportion of total GDP;sdg1732;sustainable development goal Volume of remittances (in United States dollars) as a proportion of total GDP;the amount of money sent home by immigrants as a percentage of a country's gdp;the percentage of a country's gdp that is made up of remittances;the share of a country's gdp that comes from remittances
dc/topic/sdg_17.4,"Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress;help developing countries become less reliant on debt by providing financial assistance, debt relief, and debt restructuring;help developing countries get out of debt;provide financial assistance to developing countries to help them pay off their debts;reduce the amount of debt that highly indebted poor countries owe to other countries;sdg 17 4;sdg 17.4;sdg 174;sdg Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress;sdg174;sustainable development goal Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress"
dc/topic/sdg_17.4.1,Debt service as a proportion of exports of goods and services;sdg 17 4 1;sdg 17.4.1;sdg 1741;sdg Debt service as a proportion of exports of goods and services;sdg1741;sustainable development goal Debt service as a proportion of exports of goods and services;the amount of exports of goods and services that is used to pay interest on debt;the percentage of exports of goods and services that is used to pay off debt;the portion of exports of goods and services that is used to service debt;the share of exports of goods and services that is used to repay debt
dc/topic/sdg_17.5,Adopt and implement investment promotion regimes for least developed countries;create and put into effect systems to encourage investment in least developed countries;develop and put into effect plans to attract investment to least developed countries;establish and put into action programs to promote investment in least developed countries;sdg 17 5;sdg 17.5;sdg 175;sdg Adopt and implement investment promotion regimes for least developed countries;sdg175;set up and enforce policies to attract investment to least developed countries;sustainable development goal Adopt and implement investment promotion regimes for least developed countries
dc/topic/sdg_17.5.1,"Number of countries that adopt and implement investment promotion regimes for developing countries, including the least developed countries;how many countries have adopted and implemented investment promotion regimes for developing countries, including the least developed countries?;how many countries have put into place investment promotion regimes for developing countries, including the least developed countries?;sdg 17 5 1;sdg 17.5.1;sdg 1751;sdg Number of countries that adopt and implement investment promotion regimes for developing countries, including the least developed countries;sdg1751;sustainable development goal Number of countries that adopt and implement investment promotion regimes for developing countries, including the least developed countries;what is the number of countries that have adopted and implemented investment promotion regimes for developing countries, including the least developed countries?;what is the total number of countries that have adopted and implemented investment promotion regimes for developing countries, including the least developed countries?"
dc/topic/sdg_17.6,"Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism;enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, particularly at the united nations level, and through a global technology facilitation mechanism;improve cooperation between developed and developing countries in science, technology, and innovation, and increase access to these resources;promote knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, particularly at the united nations level, and through a global technology facilitation mechanism;sdg 17 6;sdg 17.6;sdg 176;sdg Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism;sdg176;strengthen north-south, south-south, and triangular regional and international cooperation on and access to science, technology, and innovation;sustainable development goal Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism"
dc/topic/sdg_17.6.1,"Fixed Internet broadband subscriptions per 100 inhabitants, by speed;internet subscriptions per 100 citizens, by speed;internet subscriptions per 100 people, by speed;internet subscriptions per 100 residents, by speed;internet subscriptions per capita, by speed;sdg 17 6 1;sdg 17.6.1;sdg 1761;sdg Fixed Internet broadband subscriptions per 100 inhabitants, by speed;sdg1761;sustainable development goal Fixed Internet broadband subscriptions per 100 inhabitants, by speed"
dc/topic/sdg_17.7,"Promote the development, transfer, dissemination and diffusion of environmentally sound technologies to developing countries on favourable terms, including on concessional and preferential terms, as mutually agreed;encourage the growth, exchange, and distribution of environmentally friendly technologies to developing countries on favorable terms, including concessional and preferential terms, as agreed upon;help developing countries develop, transfer, disseminate, and diffuse environmentally sound technologies on favorable terms, including concessional and preferential terms, as agreed upon;promote the growth of environmentally sound technologies in developing countries and make them available to them on favorable terms, including concessional and preferential terms, as agreed upon;sdg 17 7;sdg 17.7;sdg 177;sdg Promote the development, transfer, dissemination and diffusion of environmentally sound technologies to developing countries on favourable terms, including on concessional and preferential terms, as mutually agreed;sdg177;support the development, transfer, dissemination, and diffusion of environmentally sound technologies to developing countries on favorable terms, including concessional and preferential terms, as mutually agreed;sustainable development goal Promote the development, transfer, dissemination and diffusion of environmentally sound technologies to developing countries on favourable terms, including on concessional and preferential terms, as mutually agreed"
dc/topic/sdg_17.7.1,"Total amount of funding for developing countries to promote the development, transfer, dissemination and diffusion of environmentally sound technologies;how much money is being given to developing countries to promote environmentally sound technologies?;how much money is being spent on environmentally sound technologies in developing countries?;sdg 17 7 1;sdg 17.7.1;sdg 1771;sdg Total amount of funding for developing countries to promote the development, transfer, dissemination and diffusion of environmentally sound technologies;sdg1771;sustainable development goal Total amount of funding for developing countries to promote the development, transfer, dissemination and diffusion of environmentally sound technologies;what is the total amount of funding for developing countries to promote the development, transfer, dissemination and diffusion of environmentally sound technologies?;what is the total amount of money that is being spent on environmentally sound technologies in developing countries?"
dc/topic/sdg_17.8,"Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology;ensure that the technology bank and science, technology and innovation capacity-building mechanism for least developed countries are fully operational by 2017, and that people in those countries have access to the latest technology, especially information and communications technology;get the technology bank and science, technology and innovation capacity-building mechanism for least developed countries up and running as soon as possible, and make sure people in those countries have access to the latest technology, especially information and communications technology;get the technology bank and science, technology and innovation capacity-building mechanism for least developed countries up and running by 2017, and make sure people in those countries have access to the latest technology, especially information and communications technology;make sure the technology bank and science, technology and innovation capacity-building mechanism for least developed countries are fully operational by 2017, and that people in those countries have the opportunity to use the latest technology, especially information and communications technology;sdg 17 8;sdg 17.8;sdg 178;sdg Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology;sdg178;sustainable development goal Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology"
dc/topic/sdg_17.8.1,1 what percentage of people use the internet?;Proportion of individuals using the Internet;sdg 17 8 1;sdg 17.8.1;sdg 1781;sdg Proportion of individuals using the Internet;sdg1781;sustainable development goal Proportion of individuals using the Internet;what is the internet penetration rate?;what is the number of internet users as a percentage of the population?;what proportion of the population uses the internet?
dc/topic/sdg_17.9,"Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation;boost international support for developing countries to build their capacity to implement the sustainable development goals, including through cooperation between developed and developing countries, as well as between developing countries themselves;increase international support for building capacity in developing countries to help them implement their national plans for the sustainable development goals, including through cooperation between developed and developing countries;ramp up international support for developing countries to build their capacity to implement the sustainable development goals, including through cooperation between developed and developing countries, as well as between developing countries themselves;sdg 17 9;sdg 17.9;sdg 179;sdg Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation;sdg179;strengthen international support for developing countries to build their capacity to implement the sustainable development goals, including through cooperation between developed and developing countries, as well as between developing countries themselves;sustainable development goal Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation"
dc/topic/sdg_17.9.1,"Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries;sdg 17 9 1;sdg 17.9.1;sdg 1791;sdg Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries;sdg1791;sustainable development goal Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries;the amount of money and technical help promised to developing countries;the amount of money and technical help that has been promised to developing countries;the sum of all the financial and technical assistance that has been committed to developing countries;the total value of all the financial and technical assistance that has been promised to developing countries"
dc/topic/sdg_2,Zero Hunger;end hunger;eradicate hunger;no one goes hungry;no one goes to bed on an empty stomach;sdg 2;sdg Zero Hunger;sdg2;sustainable development goal Zero Hunger
dc/topic/sdg_2.1,"By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round;by 2030, everyone, especially the poor and those in vulnerable situations, including infants, should have access to safe, nutritious and sufficient food all year round;eliminate hunger by 2030 and ensure that all people, in particular the poor and those in vulnerable situations, including infants, have access to safe, nutritious and sufficient food all year round;end hunger by 2030 and ensure that everyone, especially the poor and those in vulnerable situations, including infants, has access to safe, nutritious and sufficient food all year round;make sure that everyone, especially the poor and those in vulnerable situations, including infants, has access to safe, nutritious and sufficient food all year round by 2030;sdg 2 1;sdg 2.1;sdg 21;sdg By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round;sdg21;sustainable development goal By 2030, end hunger and ensure access by all people, in particular the poor and people in vulnerable situations, including infants, to safe, nutritious and sufficient food all year round"
dc/topic/sdg_2.1.1,Prevalence of undernourishment;how common is undernourishment?;sdg 2 1 1;sdg 2.1.1;sdg 211;sdg Prevalence of undernourishment;sdg211;sustainable development goal Prevalence of undernourishment;the amount of people who are undernourished;the extent of undernourishment;the rate of undernourishment
dc/topic/sdg_2.1.2,"Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES);how many people in the us experience moderate or severe food insecurity;sdg 2 1 2;sdg 2.1.2;sdg 212;sdg Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES);sdg212;sustainable development goal Prevalence of moderate or severe food insecurity in the population, based on the Food Insecurity Experience Scale (FIES);what is the percentage of the us population that experiences moderate or severe food insecurity;what is the prevalence of moderate or severe food insecurity in the us;what proportion of the us population experiences moderate or severe food insecurity"
dc/topic/sdg_2.2,"By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons;eliminate all forms of malnutrition by 2030, including achieving the internationally agreed targets on stunting and wasting in children under 5 years of age by 2025, and addressing the nutritional needs of adolescent girls, pregnant and lactating women, and older persons;end all forms of malnutrition, including stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women, and older persons, by 2030;make sure that everyone has access to enough food to eat by 2030, including achieving the internationally agreed targets on stunting and wasting in children under 5 years of age by 2025, and addressing the nutritional needs of adolescent girls, pregnant and lactating women, and older persons;make sure that everyone has access to the nutrients they need to live healthy lives by 2030, including achieving the internationally agreed targets on stunting and wasting in children under 5 years of age by 2025, and addressing the nutritional needs of adolescent girls, pregnant and lactating women, and older persons;sdg 2 2;sdg 2.2;sdg 22;sdg By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons;sdg22;sustainable development goal By 2030, end all forms of malnutrition, including achieving, by 2025, the internationally agreed targets on stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women and older persons"
dc/topic/sdg_2.2.1,Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age;sdg 2 2 1;sdg 2.2.1;sdg 221;sdg Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age;sdg221;sustainable development goal Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age;the number of children under 5 years of age who are stunted per 100 children;the percentage of children under 5 years of age who are stunted;the proportion of children under 5 years of age who are below the who's standard height for their age;the rate of stunting among children under 5 years of age
dc/topic/sdg_2.2.2,"Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight);sdg 2 2 2;sdg 2.2.2;sdg 222;sdg Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight);sdg222;sustainable development goal Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight);the number of children under 5 years old in the united states who are malnourished, by type of malnutrition (wasting or overweight);the percentage of children under 5 years old who are malnourished in the united states, by type of malnutrition (wasting or overweight);the proportion of children under 5 years old in the united states who are malnourished, by type of malnutrition (wasting or overweight);the rate of malnutrition among children under 5 years old in the united states, by type of malnutrition (wasting or overweight)"
dc/topic/sdg_2.2.3,"Prevalence of anaemia in women aged 15 to 49 years, by pregnancy status (percentage);number of women aged 15 to 49 years with anemia per 100 women, by pregnancy status;percentage of women aged 15 to 49 years with anemia, by pregnancy status;proportion of women aged 15 to 49 years with anemia, by pregnancy status;sdg 2 2 3;sdg 2.2.3;sdg 223;sdg Prevalence of anaemia in women aged 15 to 49 years, by pregnancy status (percentage);sdg223;share of women aged 15 to 49 years with anemia, by pregnancy status;sustainable development goal Prevalence of anaemia in women aged 15 to 49 years, by pregnancy status (percentage)"
dc/topic/sdg_2.3,"By 2030, double the agricultural productivity and incomes of small-scale food producers, in particular women, indigenous peoples, family farmers, pastoralists and fishers, including through secure and equal access to land, other productive resources and inputs, knowledge, financial services, markets and opportunities for value addition and non-farm employment;by 2030, double the amount of food produced by small-scale food producers, especially women, indigenous peoples, family farmers, pastoralists and fishers, by providing them with the resources and support they need to be successful;by 2030, ensure that small-scale food producers, especially women, indigenous peoples, family farmers, pastoralists and fishers, are able to earn a fair living from their work;by 2030, help small-scale food producers, especially women, indigenous peoples, family farmers, pastoralists and fishers, to increase their productivity and incomes, and to have access to the resources and support they need to be successful;by 2030, increase the productivity and incomes of small-scale food producers, especially women, indigenous peoples, family farmers, pastoralists and fishers, by providing them with secure and equal access to land, other productive resources and inputs, knowledge, financial services, markets and opportunities for value addition and non-farm employment;sdg 2 3;sdg 2.3;sdg 23;sdg By 2030, double the agricultural productivity and incomes of small-scale food producers, in particular women, indigenous peoples, family farmers, pastoralists and fishers, including through secure and equal access to land, other productive resources and inputs, knowledge, financial services, markets and opportunities for value addition and non-farm employment;sdg23;sustainable development goal By 2030, double the agricultural productivity and incomes of small-scale food producers, in particular women, indigenous peoples, family farmers, pastoralists and fishers, including through secure and equal access to land, other productive resources and inputs, knowledge, financial services, markets and opportunities for value addition and non-farm employment"
dc/topic/sdg_2.3.1,Volume of production per labour unit by classes of farming/pastoral/forestry enterprise size;output per employee by farm size;output per worker by farm size;production per employee by farm size class;production per worker by farm size;sdg 2 3 1;sdg 2.3.1;sdg 231;sdg Volume of production per labour unit by classes of farming/pastoral/forestry enterprise size;sdg231;sustainable development goal Volume of production per labour unit by classes of farming/pastoral/forestry enterprise size
dc/topic/sdg_2.3.2,"Average income of small-scale food producers, by sex and indigenous status;how much money do small-scale food producers make, broken down by gender and indigenous status?;sdg 2 3 2;sdg 2.3.2;sdg 232;sdg Average income of small-scale food producers, by sex and indigenous status;sdg232;sustainable development goal Average income of small-scale food producers, by sex and indigenous status;what are the average incomes of small-scale food producers, by sex and indigenous status?;what is the average income of small-scale food producers, by sex and indigenous status?;what is the income distribution of small-scale food producers, by sex and indigenous status?"
dc/topic/sdg_2.4,"By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality;sdg 2 4;sdg 2.4;sdg 24;sdg By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality;sdg24;sustainable development goal By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality;we need to be prepared for the effects of climate change, such as extreme weather events, and make sure that our food production systems can cope with these challenges;we need to improve the quality of our land and soil, so that we can continue to produce food for future generations;we need to make sure that our food production systems are sustainable and can withstand shocks and stresses;we need to use agricultural practices that increase the amount of food we produce, while also protecting the environment"
dc/topic/sdg_2.4.1,Proportion of agricultural area under productive and sustainable agriculture;sdg 2 4 1;sdg 2.4.1;sdg 241;sdg Proportion of agricultural area under productive and sustainable agriculture;sdg241;sustainable development goal Proportion of agricultural area under productive and sustainable agriculture;the amount of agricultural land that is used in a productive and sustainable way;the extent of agricultural land that is used in a productive and sustainable manner;the percentage of agricultural land that is used for productive and sustainable agriculture;the portion of agricultural land that is used for productive and sustainable purposes
dc/topic/sdg_2.5,"By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed;by 2020, we need to make sure that seeds, plants, animals, and their wild relatives are still around we can do this by keeping seed banks well-managed and diverse, and by sharing the benefits of using genetic resources fairly;sdg 2 5;sdg 2.5;sdg 25;sdg By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed;sdg25;sustainable development goal By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed;we need to make sure that seeds, plants, animals, and their wild relatives are still around for future generations we can do this by keeping seed banks well-managed and diverse, and by sharing the benefits of using genetic resources fairly;we need to protect the diversity of life on earth we can do this by keeping seed banks well-managed and diverse, and by sharing the benefits of using genetic resources fairly;we need to protect the genetic diversity of seeds, plants, animals, and their wild relatives we can do this by keeping seed banks well-managed and diverse, and by sharing the benefits of using genetic resources fairly"
dc/topic/sdg_2.5.1,Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities;sdg 2 5 1;sdg 2.5.1;sdg 251;sdg Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities;sdg251;sustainable development goal Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities;the number of plant and animal genetic resources for food and agriculture that are being preserved in either medium- or long-term conservation facilities;the number of plant and animal genetic resources for food and agriculture that are being protected in either medium- or long-term conservation facilities;the number of plant and animal genetic resources for food and agriculture that are being stored in either medium- or long-term conservation facilities;the number of plant and animal genetic resources for food and agriculture that are secured in either medium- or long-term conservation facilities
dc/topic/sdg_2.5.2,Proportion of local breeds classified as being at risk of extinction;local breeds at risk of extinction;number of local breeds at risk of extinction;percentage of local breeds at risk of extinction;sdg 2 5 2;sdg 2.5.2;sdg 252;sdg Proportion of local breeds classified as being at risk of extinction;sdg252;share of local breeds classified as endangered;sustainable development goal Proportion of local breeds classified as being at risk of extinction
dc/topic/sdg_2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries;sdg 2 a;sdg 2.a;sdg 2a;sdg Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries;sdg2a;sustainable development goal Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries;we need to help developing countries, especially the least developed ones, increase their agricultural productive capacity;we need to invest in the future of developing countries by investing in their agriculture;we need to invest more in rural infrastructure, agricultural research, and technology development in developing countries, especially the least developed ones;we need to work together to improve rural infrastructure, agricultural research, and technology development in developing countries"
dc/topic/sdg_2.a.1,The agriculture orientation index for government expenditures;government spending on agriculture;sdg 2 a 1;sdg 2.a.1;sdg 2a1;sdg The agriculture orientation index for government expenditures;sdg2a1;sustainable development goal The agriculture orientation index for government expenditures;the amount of money the government spends on farming;the percentage of government spending that goes to agriculture;the percentage of the government's budget that goes to agriculture
dc/topic/sdg_2.a.2,Total official flows (official development assistance plus other official flows) to the agriculture sector;official development assistance and other official flows to the agriculture sector;sdg 2 a 2;sdg 2.a.2;sdg 2a2;sdg Total official flows (official development assistance plus other official flows) to the agriculture sector;sdg2a2;sustainable development goal Total official flows (official development assistance plus other official flows) to the agriculture sector;total official development assistance and other official flows to agriculture;total official development assistance and other official flows to the farming sector;total official flows to the agriculture sector
dc/topic/sdg_2.b,"Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round;address trade barriers and distortions in global agricultural markets, including by phasing out all forms of agricultural export subsidies and other export measures with equivalent effect, in accordance with the doha development round;correct and prevent trade restrictions and distortions in global agricultural markets, including by eliminating all forms of agricultural export subsidies and other export measures with equivalent effect, in accordance with the doha development round;eliminate trade barriers and distortions in global agricultural markets, including by phasing out all forms of agricultural export subsidies and other export measures with equivalent effect, in accordance with the doha development round;remove trade restrictions and distortions in global agricultural markets, including by eliminating all forms of agricultural export subsidies and other export measures with equivalent effect, in accordance with the doha development round;sdg 2 b;sdg 2.b;sdg 2b;sdg Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round;sdg2b;sustainable development goal Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round"
dc/topic/sdg_2.b.1,Agricultural export subsidies;financial assistance from the government to help farmers sell their products in other countries;financial support from the government to help farmers export their products;government payments to farmers to help them sell their products overseas;sdg 2 b 1;sdg 2.b.1;sdg 2b1;sdg Agricultural export subsidies;sdg2b1;subsidies provided by the government to help farmers sell their products abroad;sustainable development goal Agricultural export subsidies
dc/topic/sdg_2.c,"Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility;make sure that food commodity markets and their derivatives work properly, and make it easier to get information about food supplies, so that we can help to keep food prices from becoming too high or too low;make sure that food commodity markets and their derivatives work properly, and make it easier to get information about food supplies, so that we can help to keep food prices stable;sdg 2 c;sdg 2.c;sdg 2c;sdg Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility;sdg2c;sustainable development goal Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility;take steps to make sure that food commodity markets and their derivatives work properly, and make it easier to get information about food supplies, so that we can help to keep food prices from going up and down too much;take steps to make sure that food commodity markets and their derivatives work properly, and make it easier to get information about food supplies, so that we can help to prevent extreme food price volatility"
dc/topic/sdg_2.c.1,Indicator of food price anomalies;a measure of food price fluctuations;a sign of changes in food prices;a sign of food price volatility;a sign of unusual food prices;sdg 2 c 1;sdg 2.c.1;sdg 2c1;sdg Indicator of food price anomalies;sdg2c1;sustainable development goal Indicator of food price anomalies
dc/topic/sdg_3,Good Health and Well-being;sdg 3;sdg Good Health and Well-being;sdg3;sustainable development goal Good Health and Well-being
dc/topic/sdg_3.1,"By 2030, reduce the global maternal mortality ratio to less than 70 per 100K live births;cut the global maternal mortality ratio to less than 70 per 100,000 live births by 2030;decrease the number of women who die from pregnancy-related causes to less than 70 per 100,000 live births by 2030;lower the global maternal mortality ratio to less than 70 per 100,000 live births by 2030;reduce the number of women who die from pregnancy-related complications to less than 70 per 100,000 live births by 2030;sdg 3 1;sdg 3.1;sdg 31;sdg By 2030, reduce the global maternal mortality ratio to less than 70 per 100K live births;sdg31;sustainable development goal By 2030, reduce the global maternal mortality ratio to less than 70 per 100K live births"
dc/topic/sdg_3.1.1,"Maternal mortality ratio;sdg 3 1 1;sdg 3.1.1;sdg 311;sdg Maternal mortality ratio;sdg311;sustainable development goal Maternal mortality ratio;the maternal mortality rate;the number of maternal deaths per 100,000 live births;the number of women who die from pregnancy-related complications per 100,000 live births;the risk of a woman dying from pregnancy-related complications"
dc/topic/sdg_3.1.2,"Proportion of births attended by skilled health personnel;number of births attended by skilled health personnel in the us as a percentage of total births;percentage of births attended by skilled health personnel in the united states;proportion of births attended by skilled health personnel in the us, expressed as a percentage;sdg 3 1 2;sdg 3.1.2;sdg 312;sdg Proportion of births attended by skilled health personnel;sdg312;share of births attended by skilled health personnel in the us;sustainable development goal Proportion of births attended by skilled health personnel"
dc/topic/sdg_3.2,"By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births;aim to reduce the number of newborns and children under 5 who die from preventable causes by 2030;eliminate preventable deaths of newborns and children under 5 years of age by 2030;make sure that no newborn or child under 5 dies from a preventable cause by 2030;reduce neonatal mortality to at least 12 per 1,000 live births and under-5 mortality to at least 25 per 1,000 live births in all countries by 2030;sdg 3 2;sdg 3.2;sdg 32;sdg By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births;sdg32;sustainable development goal By 2030, end preventable deaths of newborns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to at least as low as 12 per 1,000 live births and under-5 mortality to at least as low as 25 per 1,000 live births"
dc/topic/sdg_3.2.1,Under‑5 mortality rate;sdg 3 2 1;sdg 3.2.1;sdg 321;sdg Under‑5 mortality rate;sdg321;sustainable development goal Under‑5 mortality rate;the percentage of children under the age of five who die;the probability of death for children under the age of five;the rate of death among children under the age of five;the risk of death for children under the age of five
dc/topic/sdg_3.2.2,Neonatal mortality rate;sdg 3 2 2;sdg 3.2.2;sdg 322;sdg Neonatal mortality rate;sdg322;sustainable development goal Neonatal mortality rate;the number of babies who die in the first 28 days of life;the percentage of babies who die within the first 28 days of life;the rate of death among newborns;the risk of a baby dying in the first 28 days of life
