dcid,sentence
dc/topic/sdg_2,no one goes hungry;no one goes to bed on an empty stomach;eradicate hunger;end hunger
dc/topic/sdg_2.1,"eliminate hunger by 2030 and ensure that all people, in particular the poor and those in vulnerable situations, including infants, have access to safe, nutritious and sufficient food all year round;end hunger by 2030 and ensure that everyone, especially the poor and those in vulnerable situations, including infants, has access to safe, nutritious and sufficient food all year round;make sure that everyone, especially the poor and those in vulnerable situations, including infants, has access to safe, nutritious and sufficient food all year round by 2030;by 2030, everyone, especially the poor and those in vulnerable situations, including infants, should have access to safe, nutritious and sufficient food all year round"
dc/topic/sdg_2.1.1,the amount of people who are undernourished;the rate of undernourishment;the extent of undernourishment;how common is undernourishment?
dc/topic/sdg_2.1.2,how many people in the us experience moderate or severe food insecurity;what is the percentage of the us population that experiences moderate or severe food insecurity;what is the prevalence of moderate or severe food insecurity in the us;what proportion of the us population experiences moderate or severe food insecurity
dc/topic/sdg_2.2,"eliminate all forms of malnutrition by 2030, including achieving the internationally agreed targets on stunting and wasting in children under 5 years of age by 2025, and addressing the nutritional needs of adolescent girls, pregnant and lactating women, and older persons;make sure that everyone has access to enough food to eat by 2030, including achieving the internationally agreed targets on stunting and wasting in children under 5 years of age by 2025, and addressing the nutritional needs of adolescent girls, pregnant and lactating women, and older persons;end all forms of malnutrition, including stunting and wasting in children under 5 years of age, and address the nutritional needs of adolescent girls, pregnant and lactating women, and older persons, by 2030;make sure that everyone has access to the nutrients they need to live healthy lives by 2030, including achieving the internationally agreed targets on stunting and wasting in children under 5 years of age by 2025, and addressing the nutritional needs of adolescent girls, pregnant and lactating women, and older persons"
dc/topic/sdg_2.2.1,the percentage of children under 5 years of age who are stunted;the proportion of children under 5 years of age who are below the who's standard height for their age;the number of children under 5 years of age who are stunted per 100 children;the rate of stunting among children under 5 years of age
dc/topic/sdg_2.2.2,"the percentage of children under 5 years old who are malnourished in the united states, by type of malnutrition (wasting or overweight);the number of children under 5 years old in the united states who are malnourished, by type of malnutrition (wasting or overweight);the proportion of children under 5 years old in the united states who are malnourished, by type of malnutrition (wasting or overweight);the rate of malnutrition among children under 5 years old in the united states, by type of malnutrition (wasting or overweight)"
dc/topic/sdg_2.2.3,"percentage of women aged 15 to 49 years with anemia, by pregnancy status;proportion of women aged 15 to 49 years with anemia, by pregnancy status;share of women aged 15 to 49 years with anemia, by pregnancy status;number of women aged 15 to 49 years with anemia per 100 women, by pregnancy status"
dc/topic/sdg_2.3,"by 2030, increase the productivity and incomes of small-scale food producers, especially women, indigenous peoples, family farmers, pastoralists and fishers, by providing them with secure and equal access to land, other productive resources and inputs, knowledge, financial services, markets and opportunities for value addition and non-farm employment;by 2030, double the amount of food produced by small-scale food producers, especially women, indigenous peoples, family farmers, pastoralists and fishers, by providing them with the resources and support they need to be successful;by 2030, ensure that small-scale food producers, especially women, indigenous peoples, family farmers, pastoralists and fishers, are able to earn a fair living from their work;by 2030, help small-scale food producers, especially women, indigenous peoples, family farmers, pastoralists and fishers, to increase their productivity and incomes, and to have access to the resources and support they need to be successful"
dc/topic/sdg_2.3.1,production per worker by farm size;output per worker by farm size;output per employee by farm size;production per employee by farm size class
dc/topic/sdg_2.3.2,"how much money do small-scale food producers make, broken down by gender and indigenous status?;what is the average income of small-scale food producers, by sex and indigenous status?;what are the average incomes of small-scale food producers, by sex and indigenous status?;what is the income distribution of small-scale food producers, by sex and indigenous status?"
dc/topic/sdg_2.4,"we need to make sure that our food production systems are sustainable and can withstand shocks and stresses;we need to use agricultural practices that increase the amount of food we produce, while also protecting the environment;we need to be prepared for the effects of climate change, such as extreme weather events, and make sure that our food production systems can cope with these challenges;we need to improve the quality of our land and soil, so that we can continue to produce food for future generations"
dc/topic/sdg_2.4.1,the percentage of agricultural land that is used for productive and sustainable agriculture;the amount of agricultural land that is used in a productive and sustainable way;the portion of agricultural land that is used for productive and sustainable purposes;the extent of agricultural land that is used in a productive and sustainable manner
dc/topic/sdg_2.5,"by 2020, we need to make sure that seeds, plants, animals, and their wild relatives are still around we can do this by keeping seed banks well-managed and diverse, and by sharing the benefits of using genetic resources fairly;we need to protect the genetic diversity of seeds, plants, animals, and their wild relatives we can do this by keeping seed banks well-managed and diverse, and by sharing the benefits of using genetic resources fairly;we need to make sure that seeds, plants, animals, and their wild relatives are still around for future generations we can do this by keeping seed banks well-managed and diverse, and by sharing the benefits of using genetic resources fairly;we need to protect the diversity of life on earth we can do this by keeping seed banks well-managed and diverse, and by sharing the benefits of using genetic resources fairly"
dc/topic/sdg_2.5.1,the number of plant and animal genetic resources for food and agriculture that are secured in either medium- or long-term conservation facilities;the number of plant and animal genetic resources for food and agriculture that are being preserved in either medium- or long-term conservation facilities;the number of plant and animal genetic resources for food and agriculture that are being stored in either medium- or long-term conservation facilities;the number of plant and animal genetic resources for food and agriculture that are being protected in either medium- or long-term conservation facilities
dc/topic/sdg_2.5.2,percentage of local breeds at risk of extinction;share of local breeds classified as endangered;number of local breeds at risk of extinction;local breeds at risk of extinction
dc/topic/sdg_2.a,"we need to invest more in rural infrastructure, agricultural research, and technology development in developing countries, especially the least developed ones;we need to help developing countries, especially the least developed ones, increase their agricultural productive capacity;we need to work together to improve rural infrastructure, agricultural research, and technology development in developing countries;we need to invest in the future of developing countries by investing in their agriculture"
dc/topic/sdg_2.a.1,government spending on agriculture;the amount of money the government spends on farming;the percentage of government spending that goes to agriculture;the percentage of the government's budget that goes to agriculture
dc/topic/sdg_2.a.2,total official flows to the agriculture sector;official development assistance and other official flows to the agriculture sector;total official development assistance and other official flows to agriculture;total official development assistance and other official flows to the farming sector
dc/topic/sdg_2.b,"eliminate trade barriers and distortions in global agricultural markets, including by phasing out all forms of agricultural export subsidies and other export measures with equivalent effect, in accordance with the doha development round;remove trade restrictions and distortions in global agricultural markets, including by eliminating all forms of agricultural export subsidies and other export measures with equivalent effect, in accordance with the doha development round;address trade barriers and distortions in global agricultural markets, including by phasing out all forms of agricultural export subsidies and other export measures with equivalent effect, in accordance with the doha development round;correct and prevent trade restrictions and distortions in global agricultural markets, including by eliminating all forms of agricultural export subsidies and other export measures with equivalent effect, in accordance with the doha development round"
dc/topic/sdg_2.b.1,government payments to farmers to help them sell their products overseas;financial assistance from the government to help farmers sell their products in other countries;subsidies provided by the government to help farmers sell their products abroad;financial support from the government to help farmers export their products
dc/topic/sdg_2.c,"take steps to make sure that food commodity markets and their derivatives work properly, and make it easier to get information about food supplies, so that we can help to keep food prices from going up and down too much;make sure that food commodity markets and their derivatives work properly, and make it easier to get information about food supplies, so that we can help to keep food prices stable;take steps to make sure that food commodity markets and their derivatives work properly, and make it easier to get information about food supplies, so that we can help to prevent extreme food price volatility;make sure that food commodity markets and their derivatives work properly, and make it easier to get information about food supplies, so that we can help to keep food prices from becoming too high or too low"
dc/topic/sdg_2.c.1,a measure of food price fluctuations;a sign of unusual food prices;a sign of changes in food prices;a sign of food price volatility
dc/topic/sdg_3,
dc/topic/sdg_3.1,"reduce the number of women who die from pregnancy-related complications to less than 70 per 100,000 live births by 2030;lower the global maternal mortality ratio to less than 70 per 100,000 live births by 2030;decrease the number of women who die from pregnancy-related causes to less than 70 per 100,000 live births by 2030;cut the global maternal mortality ratio to less than 70 per 100,000 live births by 2030"
dc/topic/sdg_3.1.1,"the number of women who die from pregnancy-related complications per 100,000 live births;the risk of a woman dying from pregnancy-related complications;the number of maternal deaths per 100,000 live births;the maternal mortality rate"
dc/topic/sdg_3.1.2,"percentage of births attended by skilled health personnel in the united states;share of births attended by skilled health personnel in the us;number of births attended by skilled health personnel in the us as a percentage of total births;proportion of births attended by skilled health personnel in the us, expressed as a percentage"
dc/topic/sdg_3.2,"eliminate preventable deaths of newborns and children under 5 years of age by 2030;reduce neonatal mortality to at least 12 per 1,000 live births and under-5 mortality to at least 25 per 1,000 live births in all countries by 2030;make sure that no newborn or child under 5 dies from a preventable cause by 2030;aim to reduce the number of newborns and children under 5 who die from preventable causes by 2030"
dc/topic/sdg_3.2.1,the rate of death among children under the age of five;the percentage of children under the age of five who die;the risk of death for children under the age of five;the probability of death for children under the age of five
dc/topic/sdg_3.2.2,the rate of death among newborns;the number of babies who die in the first 28 days of life;the percentage of babies who die within the first 28 days of life;the risk of a baby dying in the first 28 days of life
dc/topic/sdg_3.3,"eliminate aids, tuberculosis, malaria, and neglected tropical diseases by 2030;fight hepatitis, waterborne diseases, and other communicable diseases by 2030;end the aids, tuberculosis, malaria, and neglected tropical diseases epidemics by 2030;tackle hepatitis, waterborne diseases, and other communicable diseases by 2030"
dc/topic/sdg_3.3.1,"hiv infection rate per 1,000 uninfected people, by sex, age, and key populations;hiv incidence rate per 1,000 uninfected people, by sex, age, and key populations;number of new hiv cases per 1,000 uninfected people, by sex, age, and key populations;number of new hiv infections per 1,000 uninfected people, by sex, age, and key populations"
dc/topic/sdg_3.3.2,"the number of people who get tuberculosis per 100,000 people in the united states;the rate of tuberculosis in the united states;the prevalence of tuberculosis in the united states;the incidence of tuberculosis in the united states"
dc/topic/sdg_3.3.3,"malaria cases per 1,000 people;malaria rate per 1,000 people;malaria prevalence per 1,000 people;malaria incidence rate per 1,000 people"
dc/topic/sdg_3.3.4,"hepatitis b cases per 100,000 people in the united states;the number of people in the united states who have been diagnosed with hepatitis b per 100,000 people;the rate of hepatitis b infection in the united states;the prevalence of hepatitis b in the united states"
dc/topic/sdg_3.3.5,how many people need treatment for neglected tropical diseases?;how many people are affected by neglected tropical diseases?;how many people are living with neglected tropical diseases?;how many people are at risk of contracting neglected tropical diseases?
dc/topic/sdg_3.4,"by 2030, cut premature deaths from non-communicable diseases by one-third through prevention and treatment, and promote mental health and well-being;by 2030, reduce the number of people who die prematurely from non-communicable diseases by one-third, and improve mental health and well-being;by 2030, make sure that fewer people die prematurely from non-communicable diseases, and that everyone has access to mental health and well-being services;by 2030, take steps to prevent and treat non-communicable diseases, and to improve mental health and well-being"
dc/topic/sdg_3.4.1,"the percentage of people who die from cardiovascular disease, cancer, diabetes, or chronic respiratory disease in the united states;the proportion of deaths in the united states that are caused by cardiovascular disease, cancer, diabetes, or chronic respiratory disease;the number of people who die from cardiovascular disease, cancer, diabetes, or chronic respiratory disease in the united states per 100,000 people;the rate of death from cardiovascular disease, cancer, diabetes, or chronic respiratory disease in the united states"
dc/topic/sdg_3.4.2,the rate of suicide deaths;the number of people who die by suicide;the proportion of people who die by suicide;the percentage of people who die by suicide
dc/topic/sdg_3.5,"take steps to reduce the number of people who abuse drugs and alcohol;make it harder for people to get drugs and alcohol;make it easier for people to get treatment for addiction;take stronger measures to prevent and treat substance abuse, including narcotic drug abuse and harmful use of alcohol"
dc/topic/sdg_3.5.1,"treatment for substance use disorders, including medication, therapy, and rehabilitation;services to help people recover from substance use disorders;help for people who are struggling with substance abuse;resources for people who need help with addiction"
dc/topic/sdg_3.5.2,how much alcohol does the average person in the united states drink per year?;what is the average annual alcohol consumption of people aged 15 and older in the united states?;how much pure alcohol does the average person in the united states drink per year?;what is the average annual consumption of pure alcohol by people aged 15 and older in the united states?
dc/topic/sdg_3.6,reduce the number of global deaths and injuries from road traffic accidents by half by 2020;cut the number of global deaths and injuries from road traffic accidents in half by 2020;decrease the number of global deaths and injuries from road traffic accidents by 50% by 2020;slash the number of global deaths and injuries from road traffic accidents by half by 2020
dc/topic/sdg_3.6.1,"number of road traffic deaths per 100,000 people;road traffic fatality rate;road traffic death rate;road traffic mortality rate"
dc/topic/sdg_3.7,"by 2030, make sure everyone has access to sexual and reproductive health care, including family planning, information, and education reproductive health should also be integrated into national strategies and programs;by 2030, everyone should have access to sexual and reproductive health care, including family planning, information, and education reproductive health should also be a part of national strategies and programs;by 2030, everyone should be able to get the sexual and reproductive health care they need, including family planning, information, and education reproductive health should also be a priority in national strategies and programs;by 2030, everyone should have access to sexual and reproductive health care, including family planning, information, and education reproductive health should also be a focus of national strategies and programs"
dc/topic/sdg_3.7.1,percentage of women aged 15-49 who have their need for family planning met with modern methods;share of women aged 15-49 whose need for family planning is met with modern methods;number of women aged 15-49 whose need for family planning is met with modern methods divided by the total number of women aged 15-49;proportion of women aged 15-49 who use modern methods of family planning
dc/topic/sdg_3.7.2,"the number of births to women aged 10-14 and 15-19 per 1,000 women in those age groups;the proportion of women aged 10-14 and 15-19 who give birth;the rate of teenage pregnancy;the rate of adolescent pregnancy"
dc/topic/sdg_3.8,"make health care accessible to everyone, including financial protection, quality essential health care services, and safe, effective, quality and affordable essential medicines and vaccines;ensure that everyone has access to health care, regardless of their ability to pay;make health care affordable and accessible to all;provide everyone with access to quality health care"
dc/topic/sdg_3.8.1,health insurance for essential services;access to essential health services;health coverage for essential services;insurance for essential health care
dc/topic/sdg_3.8.2,what percentage of the population in the united states spends a large portion of their household income on healthcare;what percentage of people in the us spend a lot of their money on healthcare;what proportion of the us population spends a significant amount of their household income on healthcare;what percentage of the us population spends a large share of their household income on healthcare
dc/topic/sdg_3.9,"by 2030, we need to make a big dent in the number of people who die or get sick from exposure to hazardous chemicals, air pollution, water pollution, and soil contamination;we need to take major steps to reduce the number of deaths and illnesses caused by hazardous chemicals, air pollution, water pollution, and soil contamination by 2030;we need to make significant progress in reducing the number of deaths and illnesses caused by hazardous chemicals, air pollution, water pollution, and soil contamination by 2030;we need to make a concerted effort to reduce the number of deaths and illnesses caused by hazardous chemicals, air pollution, water pollution, and soil contamination by 2030"
dc/topic/sdg_3.9.1,the number of deaths caused by household and ambient air pollution;the proportion of deaths that are attributed to household and ambient air pollution;the percentage of deaths that are caused by household and ambient air pollution;the rate of deaths caused by household and ambient air pollution
dc/topic/sdg_3.9.2,"the number of people who die because of unsafe water, unsafe sanitation, and lack of hygiene is high;many people die because of unsafe water, unsafe sanitation, and lack of hygiene;unsafe water, unsafe sanitation, and lack of hygiene are a major cause of death;unsafe water, unsafe sanitation, and lack of hygiene are a major killer"
dc/topic/sdg_3.9.3,"rate of death due to unintentional poisoning in the united states;number of deaths per 100,000 people in the us due to unintentional poisoning;percentage of deaths in the us that are due to unintentional poisoning;proportion of deaths in the us that are due to unintentional poisoning"
dc/topic/sdg_3.a,make the world health organization framework convention on tobacco control more effective in all countries;increase the effectiveness of the world health organization framework convention on tobacco control in all countries;ensure that the world health organization framework convention on tobacco control is implemented more effectively in all countries;take steps to make the world health organization framework convention on tobacco control more effective in all countries
dc/topic/sdg_3.a.1,what percentage of people aged 15 and older in the united states currently use tobacco?;what is the rate of tobacco use among people aged 15 and older in the united states?;how many people aged 15 and older in the united states use tobacco?;what is the prevalence of tobacco use among people aged 15 and older in the united states?
dc/topic/sdg_3.b,help develop vaccines and medicines for diseases that mostly affect developing countries;provide affordable essential medicines and vaccines to developing countries;support the doha declaration on the trips agreement and public health;allow developing countries to use the provisions in the agreement on trade-related aspects of intellectual property rights to protect public health
dc/topic/sdg_3.b.1,"percentage of the target population that has received all the vaccines included in their national program;share of the target population that has been vaccinated against all the diseases covered by their national program;number of people in the target population who have been vaccinated against all the diseases covered by their national program, divided by the total number of people in the target population;proportion of the target population that has been immunized against all the diseases covered by their national program"
dc/topic/sdg_3.b.2,the total amount of money that the us government gives to other countries for medical research and basic health sectors;the total amount of money that the us government gives to other countries to help them develop new medical treatments and technologies;the total amount of official development assistance that is given to medical research and basic health sectors;the total amount of money that is given to medical research and basic health sectors by governments and other organizations
dc/topic/sdg_3.b.3,percentage of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis in the united states;share of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis in the us;number of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis in the united states as a percentage of the total number of health facilities;what percentage of health facilities in the united states have a core set of relevant essential medicines available and affordable on a sustainable basis
dc/topic/sdg_3.c,"increase the amount of money spent on health in developing countries, especially in the least developed countries and small island developing states;hire, train, and keep more health workers in developing countries, especially in the least developed countries and small island developing states;invest more in health in developing countries, especially in the least developed countries and small island developing states;improve the health workforce in developing countries, especially in the least developed countries and small island developing states"
dc/topic/sdg_3.c.1,the number of health workers per capita in a given area;the distribution of health workers across a given area;the concentration of health workers in a given area;the spread of health workers across a given area
dc/topic/sdg_3.d,"help all countries, especially developing ones, to be better prepared for and manage health risks;improve the ability of all countries, especially developing ones, to detect and respond to health risks;increase the capacity of all countries, especially developing ones, to reduce the impact of health risks;enhance the readiness of all countries, especially developing ones, to deal with health risks"
dc/topic/sdg_3.d.1,the ability of a country to respond to a health emergency;the ability of a country to cope with a health emergency;international health regulations (ihr) capacity and health emergency preparedness in the united states;the ability of the united states to respond to health emergencies
dc/topic/sdg_3.d.2,the percentage of bloodstream infections caused by certain antibiotic-resistant organisms;the proportion of bloodstream infections caused by specific antibiotic-resistant bacteria;the rate of bloodstream infections caused by certain antibiotic-resistant germs;the incidence of bloodstream infections caused by specific antibiotic-resistant microbes
dc/topic/sdg_4,a good education;a high-quality education;a top-notch education;an excellent education
dc/topic/sdg_4.1,"make sure that all girls and boys have access to free, quality primary and secondary education by 2030;ensure that all girls and boys have the opportunity to complete their education, regardless of their gender, socioeconomic status, or location;make education accessible and affordable for all children, regardless of their background;ensure that all children have the opportunity to learn and grow, and reach their full potential"
dc/topic/sdg_4.1.1,"what percentage of children and young people in the united states achieve at least a minimum proficiency level in reading and mathematics at the end of primary school, lower secondary school, and grades 2/3, by sex?;what is the proportion of children and young people in the united states who achieve at least a minimum proficiency level in reading and mathematics at the end of primary school, lower secondary school, and grades 2/3, by sex?;what is the percentage of children and young people in the united states who are proficient in reading and mathematics at the end of primary school, lower secondary school, and grades 2/3, by sex?;what is the proportion of children and young people in the united states who are at least minimally proficient in reading and mathematics at the end of primary school, lower secondary school, and grades 2/3, by sex?"
dc/topic/sdg_4.1.2,"how many people finish primary school, lower secondary school, and upper secondary school in the united states?;what is the percentage of people who complete primary school, lower secondary school, and upper secondary school in the united states?;what is the number of people who have completed primary school, lower secondary school, and upper secondary school in the united states?;what is the proportion of people who have completed primary school, lower secondary school, and upper secondary school in the united states?"
dc/topic/sdg_4.2,"make sure that all girls and boys have access to quality early childhood development, care, and pre-primary education by 2030 so that they are ready for primary school;by 2030, all girls and boys should have access to quality early childhood development, care, and pre-primary education so that they are ready for primary school;by 2030, we need to make sure that all girls and boys have access to quality early childhood development, care, and pre-primary education so that they are ready for primary school;we need to make sure that all girls and boys have access to quality early childhood development, care, and pre-primary education by 2030 so that they are ready for primary school"
dc/topic/sdg_4.2.1,"what percentage of children aged 24-59 months are developmentally on track in health, learning, and psychosocial well-being, by sex;what proportion of children aged 24-59 months are on track developmentally in health, learning, and psychosocial well-being, by sex;what percentage of children aged 24-59 months are developmentally on track in health, learning, and psychosocial well-being, by gender;what proportion of children aged 24-59 months are on track developmentally in health, learning, and psychosocial well-being, by gender"
dc/topic/sdg_4.2.2,"percentage of children participating in organized learning one year before the official primary entry age, by sex;share of children participating in organized learning one year before the official primary entry age, by sex;number of children participating in organized learning one year before the official primary entry age, by sex, as a percentage of the total number of children;proportion of children participating in organized learning one year before the official primary entry age, by sex"
dc/topic/sdg_4.3,"make sure that all women and men have equal access to affordable and quality technical, vocational, and tertiary education, including university, by 2030;by 2030, make sure that women and men have equal opportunities to access affordable and quality technical, vocational, and tertiary education, including university;ensure that all women and men have equal access to affordable and quality technical, vocational, and tertiary education, including university, by the year 2030;by 2030, make sure that women and men have equal opportunities to pursue affordable and quality technical, vocational, and tertiary education, including university"
dc/topic/sdg_4.3.1,"what percentage of young people and adults participated in formal and non-formal education and training in the last 12 months, broken down by gender?;what is the proportion of young people and adults who participated in formal and non-formal education and training in the last 12 months, by sex?;what is the rate of participation in formal and non-formal education and training among young people and adults in the last 12 months, by gender?;what percentage of young people and adults took part in formal and non-formal education and training in the last 12 months, by sex?"
dc/topic/sdg_4.4,"by 2030, make sure that more young people and adults have the skills they need for work, good jobs, and starting their own businesses;by 2030, make sure that more young people and adults are qualified for jobs, good jobs, and starting their own businesses;by 2030, make sure that more young people and adults have the training they need for employment, decent jobs, and entrepreneurship;by 2030, make sure that more young people and adults have the skills and training they need for employment, decent jobs, and entrepreneurship"
dc/topic/sdg_4.4.1,"the percentage of young people and adults who have information and communication technology (ict) skills, broken down by type of skill;the number of young people and adults who have information and communication technology (ict) skills, divided into different categories based on the type of skill;the proportion of young people and adults who have information and communication technology (ict) skills, organized by type of skill;the percentage of young people and adults who have information and communication technology (ict) skills, categorized by type of skill"
dc/topic/sdg_4.5,"make sure everyone has equal access to education, regardless of gender, disability, ethnicity, or other factors;provide equal access to education and vocational training for all, including those who are vulnerable;make sure that everyone has the same opportunities to learn, regardless of their gender, disability, ethnicity, or situation;everyone should have the same opportunities to get an education, regardless of their gender, disability, ethnicity, or situation"
dc/topic/sdg_4.5.1,"disaggregated parity indices for all education indicators on this list, for female/male, rural/urban, bottom/top wealth quintile, and other groups such as people with disabilities, indigenous peoples, and conflict-affected populations, as data become available;parity indices for all education indicators on this list, disaggregated by sex, location, wealth, and other factors such as disability status, indigenous peoples, and conflict-affected populations, as data become available;parity indices for all education indicators on this list, broken down by sex, location, wealth, and other factors such as disability status, indigenous peoples, and conflict-affected populations, as data become available;parity indices for all education indicators on this list, separated by sex, location, wealth, and other factors such as disability status, indigenous peoples, and conflict-affected populations, as data become available"
dc/topic/sdg_4.6,"by 2030, make sure that all young people and a significant number of adults, both men and women, are literate and numerate;by 2030, ensure that all young people and a significant number of adults, both men and women, can read and write and do basic math;by 2030, ensure that all young people and a significant number of adults, both men and women, have the knowledge and skills they need to participate fully in society;by 2030, make sure that all young people and a significant number of adults, both men and women, are able to read, write, and do basic math"
dc/topic/sdg_4.6.1,"the percentage of people in a certain age group who have at least a basic level of literacy and numeracy skills, broken down by gender;the proportion of people in a given age group who are able to read and write at a basic level, and who are able to perform basic mathematical operations, by sex;the number of people in a certain age group who have at least a basic level of literacy and numeracy skills, divided by the total number of people in that age group, by sex;the percentage of people in a certain age group who are able to read and write at a basic level, and who are able to perform basic mathematical operations, out of all the people in that age group, by sex"
dc/topic/sdg_4.7,"by 2030, make sure that all students learn how to promote sustainable development this includes learning about sustainable lifestyles, human rights, gender equality, peace and non-violence, global citizenship, and cultural diversity;by 2030, make sure that all students have the knowledge and skills they need to live sustainably this includes learning about how to live a sustainable lifestyle, how to promote human rights, gender equality, peace and non-violence, global citizenship, and cultural diversity;by 2030, make sure that all students are educated about sustainable development this includes learning about how to live a sustainable lifestyle, how to promote human rights, gender equality, peace and non-violence, global citizenship, and cultural diversity;by 2030, make sure that all students are taught how to promote sustainable development this includes learning about how to live a sustainable lifestyle, how to promote human rights, gender equality, peace and non-violence, global citizenship, and cultural diversity"
dc/topic/sdg_4.7.1,
dc/topic/sdg_4.a,"build and upgrade schools that are safe, non-violent, inclusive, and effective for all students, regardless of their age, disability, or gender;create educational environments that are welcoming and supportive for all students, regardless of their background or abilities;make education accessible and inclusive for all students, regardless of their age, disability, or gender;provide safe and supportive learning environments for all students, regardless of their background or abilities"
dc/topic/sdg_4.a.1,"percentage of schools offering basic services, by type of service;share of schools offering basic services, by type of service;number of schools offering basic services, by type of service;distribution of schools offering basic services, by type of service"
